blind_id,pmid,model,stratum,codex_verdict,verdict,substantive,max_severity,E,direction,E_normalization_status
HR-0231,33388038,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0232,31166967,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0233,19100399,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0234,18941890,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0235,21503747,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0236,23305454,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0237,29943271,aliyun/qwen3.7-max,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E05,omission,parsed_declared_codes
HR-0238,32484448,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0239,35760370,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0240,20971212,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,"E06,E10","binding,fabrication",parsed_declared_codes
HR-0241,19185560,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0242,17010741,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0243,33861472,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0244,30596718,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0245,30699418,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0246,25193528,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0247,26540134,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0248,16826028,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0249,42126929,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0250,37409838,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0251,31647132,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0252,21112921,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0253,18405945,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0254,23109506,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0255,19232026,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0256,28833311,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0257,17536644,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0258,35534202,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0259,41920897,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0260,28147350,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0261,25366730,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0262,36188426,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0263,28341262,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0264,39693929,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0265,31642779,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0266,19494205,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0267,40293460,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0268,22509775,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E04,alteration,parsed_declared_codes
HR-0269,30983505,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E08,alteration,parsed_declared_codes
HR-0270,34839048,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0271,34848131,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0272,22865016,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0273,34543098,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0274,22876543,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0275,39038363,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0276,28733700,aliyun/qwen3.7-max,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0277,28605143,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0278,19425875,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0279,22200915,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E06,E09,E10","alteration,fabrication,binding",parsed_declared_codes
HR-0280,19273678,aliyun/glm-5.2,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0281,25595045,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E07,alteration,parsed_declared_codes
HR-0282,36053638,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0283,33461926,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0284,38762324,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0285,25937001,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0286,34773606,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0287,19538732,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E10,binding,parsed_declared_codes
HR-0288,22804749,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,yes,1,E03,alteration,parsed_declared_codes
HR-0289,24393424,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0290,31166967,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0291,28573765,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0292,20583124,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E03,E04",alteration,parsed_declared_codes
HR-0293,31442786,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E09","alteration,omission",parsed_declared_codes
HR-0294,22736635,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0295,32698860,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0296,31625707,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0297,31612540,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0298,26551298,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0299,22816599,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0300,18063832,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0301,16908901,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0302,34543098,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0303,37603978,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0304,30983505,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0305,32057715,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,"E03,E05",,parsed_declared_codes
HR-0306,16760502,aliyun/qwen3.7-max,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0307,25102087,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0308,20002243,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0309,32798344,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0310,39633899,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0311,22804749,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0312,37678881,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0313,34126648,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0314,23039321,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0315,21078068,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0316,19538732,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0317,19200272,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0318,33183800,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0319,33897615,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0320,41091793,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0321,25319771,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0322,24393424,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0323,16549139,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0324,40029938,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0325,32102641,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0326,20586113,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0327,40510489,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E05,E07","alteration,omission",parsed_declared_codes
HR-0328,40992785,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0329,22644091,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0330,23109506,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0331,18184522,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0332,25193692,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0333,25128441,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E10,binding,parsed_declared_codes
HR-0334,26286586,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0335,30232687,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0336,25924705,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0337,38674880,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0338,20025646,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0339,27367452,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0340,24523584,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0341,33426837,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0342,21036535,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0343,34126648,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0344,17728183,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06,E08","alteration,fabrication,omission",parsed_declared_codes
HR-0345,41397888,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0346,17552288,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0347,30722007,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0348,18160456,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0349,33388038,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0350,27889307,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0351,30762781,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0352,33422435,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0353,27321438,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0354,23326992,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0355,18466198,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0356,32605878,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0357,23109506,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0358,33685807,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0359,20624257,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0360,22545131,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0361,33027423,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0362,26325258,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0363,22102705,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0364,34755324,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0365,20236550,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0366,24403474,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0367,20061982,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0368,37653357,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0369,32195649,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0370,34432850,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0371,21070297,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0372,35690364,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0373,31198075,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0374,25604769,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E09,alteration,parsed_declared_codes
HR-0375,19486788,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0376,31311177,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0377,16908901,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0378,20002243,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0379,38657752,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0380,40311690,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0381,30973905,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0382,39718496,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,yes,1,E08,alteration,parsed_declared_codes
HR-0383,21067014,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0384,34160666,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0385,27564409,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E05,omission,parsed_declared_codes
HR-0386,23039321,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0387,31300826,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0388,26078255,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0389,34836977,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E07,alteration,parsed_declared_codes
HR-0390,21112921,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0391,33483960,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0392,25937001,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,yes,1,"E06,E10","fabrication,binding",parsed_declared_codes
HR-0393,22876543,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0394,34602066,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0395,35644747,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0396,36843596,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0397,42507445,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0398,28733700,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0399,27339779,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,E06,fabrication,parsed_declared_codes
HR-0400,17552288,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0401,26158853,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0402,16908901,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0403,34037224,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0404,33728347,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0405,30983505,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0406,18475154,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0407,18475154,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0408,33207137,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0409,18349174,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0410,16533938,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0411,21078068,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0412,24964817,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06,E09","alteration,fabrication,omission",parsed_declared_codes
HR-0413,30359979,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0414,21036913,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0415,41091793,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0416,25040985,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0417,30699418,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0418,21817131,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0419,32295945,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0420,32968008,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0421,36054347,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0422,28847886,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0423,18954496,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0424,18440953,aliyun/qwen3.7-max,census_sev_ge3,strict_contract_error,strict_contract_error,yes,4,E01,alteration,parsed_declared_codes
HR-0425,18160456,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0426,41604197,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0427,26402643,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0428,34157754,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0429,39182228,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0430,26487571,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0431,28207552,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0432,22050386,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0433,38109672,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0434,30699418,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0435,30371845,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,2,E04,,parsed_declared_codes
HR-0436,26673202,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0437,28420205,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0438,27836107,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0439,32619075,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0440,42507445,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0441,16896641,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0442,24668309,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E06,E10","binding,fabrication",parsed_declared_codes
HR-0443,26064925,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,no,1,E08,alteration,parsed_declared_codes
HR-0444,23070128,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0445,17704543,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0446,36316614,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0447,30359979,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0448,31341407,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0449,31652351,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0450,26230313,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E10,binding,parsed_declared_codes
HR-0451,28425573,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0452,18440953,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0453,27321438,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0454,30902505,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E10,binding,parsed_declared_codes
HR-0455,21722610,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0456,41121624,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0457,39503485,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0458,25274393,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0459,32392056,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E08,alteration,parsed_declared_codes
HR-0460,20715770,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0461,22546820,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0462,39585784,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0463,26306952,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
